postalcode,street,lat,lng,price,area,volume,floors,year_build,has_garden,type,photos,rooms
1051 TV Amsterdam,Joan Melchior Kemperstraat 80 III,52.38499,4.87295,350000,65,161,2,1905,0,appartement,25,3
1060 RE Amsterdam,Ladogameerhof 148,52.350429999999996,4.782235,245000,90,230,6,1999,0,appartement,20,4
1033 BS Amsterdam,Kometensingel 575,52.409859999999995,4.888681,300000,91,311,3,1938,1,woonhuis,25,4
1017 JN Amsterdam,Prinsengracht 854 C,52.36221,4.900976,649000,79,210,1,1810,0,appartement,21,3
1013 SG Amsterdam,Zaanstraat 361,52.39223,4.8709489999999995,250000,44,126,1,1919,1,appartement,14,2
1053 LL Amsterdam,Nassaukade 161 G,52.37106,4.8740760000000005,250000,38,130,4,1900,0,appartement,21,2
1035 XE Amsterdam,Stentorstraat 95 1,52.4195,4.898877,195000,63,167,1,1956,0,appartement,20,3
1067 AH Amsterdam,Cornelis Roobolstraat 37,52.38313,4.804411,250000,75,218,2,1945,1,woonhuis,18,4
1013 TN Amsterdam,Knollendamstraat 6 D,52.3906,4.877680000000001,149000,24,77,1,1884,0,appartement,15,1
1055 AK Amsterdam,Elckerlijcstraat 23,52.37621,4.848027,369000,83,250,1,2008,0,appartement,16,3
1012 JD Amsterdam,Warmoesstraat 16 P,52.37603,4.898989,550000,94,322,2,1906,0,appartement,21,3
1066 XT Amsterdam,Ottho Heldringstraat 33 C,52.348440000000004,4.833442,395000,135,467,2,2009,1,appartement,30,5
1094 LW Amsterdam,Sumatrastraat 145 D,52.3589,4.93746,324011,67,222,1,1982,0,appartement,28,3
1097 WH Amsterdam,Ploegstraat 54,52.34174,4.947235,295000,68,261,2,1925,1,appartement,23,3
1033 LD Amsterdam,Mandarijnenstraat 14 I,52.409690000000005,4.895593,150000,43,130,1,1952,0,appartement,16,2
1105 AE Amsterdam,Holendrechterweg 66 A,52.27858,4.960943,349000,0,0,1,0,0,,1,1
1057 GG Amsterdam,Admiralengracht 140 3,52.36949,4.857536,258800,51,170,1,1930,0,appartement,36,3
1066 KA Amsterdam,Dilsenstraat 3,52.34949,4.820308,379500,104,257,2,1992,1,woonhuis,38,5
1034 ET Amsterdam,Statenjachtstraat 412,52.40593,4.917676999999999,160000,58,195,1,1967,0,appartement,32,2
1083 CR Amsterdam,Van Heenvlietlaan 390 III,52.3252,4.88234,349000,106,333,1,1960,0,appartement,22,3
1022 KD Amsterdam,Noorderkwartier (Bouwnr. 49),52.406040000000004,4.931375,368812,120,300,2,2016,1,woonhuis,2,5
1056 HD Amsterdam,Bestevâerstraat 3 II,52.37255,4.860094999999999,400000,80,275,1,1920,0,appartement,15,3
1061 BJ Amsterdam,Leeuwendalersweg 640,52.376979999999996,4.8377669999999995,339000,95,260,1,2008,0,appartement,22,4
1077 VS Amsterdam,Stadionkade 70 III,52.34468,4.868283,675000,132,360,2,1931,0,appartement,36,3
1055 RZ Amsterdam,Nieuwpoortstraat 86 B8,52.38431,4.858225,415000,83,294,1,2017,1,appartement,20,2
1083 GC Amsterdam,Weerdestein 49,52.330909999999996,4.888572,420000,111,290,1,1968,0,appartement,19,5
1054 DV Amsterdam,Eerste Helmersstraat 197 IV hg,52.36153,4.86801,375000,71,220,5,1910,0,appartement,10,2
1015 AG Amsterdam,Singel 136 D,52.37577,4.890148,850000,107,325,1,1800,0,appartement,22,3
1017 TP Amsterdam,Eerste Weteringdwarsstraat 54 C,52.36166,4.89018,525000,74,221,1,2004,0,appartement,26,3
1057 HB Amsterdam,Van Speijkstraat 22 -3,52.36718,4.8608519999999995,290000,71,218,1,1923,0,appartement,14,3
1056 XP Amsterdam,De Rijpgracht 11 1,52.37722,4.862128,285000,0,0,1,0,0,,1,1
1094 NH Amsterdam,Sumatrastraat 72 -G,52.36234,4.935871,195000,30,75,1,1906,0,appartement,6,2
1097 BN Amsterdam,Middenweg 30 -2,52.35445,4.929202,875000,163,525,2,1898,0,appartement,32,4
1056 BK Amsterdam,Jan van Galenstraat 115 F,52.37458,4.859081,300000,64,170,1,1920,0,appartement,15,3
1060 PJ Amsterdam,Ladogameerhof 102,52.35085,4.781099,225000,72,185,1,1999,0,appartement,1,3
1072 NC Amsterdam,Eerste Jan Steenstraat 57,52.35392,4.889157,275000,53,180,1,1965,0,appartement,33,3
1015 BR Amsterdam,Herengracht 78,52.37708,4.88961,1950000,0,0,1,0,0,,1,1
1057 EH Amsterdam,Postjesweg 114 HS,52.36444,4.851858,349000,75,188,1,1931,1,appartement,18,3
1087 AZ Amsterdam,Johan van der Keukenstraat,52.35978,4.990364,0,0,0,1,0,0,parkeergelegenheid,1,1
1081 CB Amsterdam,Nieuwerhoek 48,52.32655,4.860483,549000,117,412,2,1963,1,woonhuis,19,6
1066 ET Amsterdam,Akerpolderstraat 31,52.34194,4.796793,85000,18,47,1,1921,0,appartement,18,1
1103 JX Amsterdam,Bijlmerdreef 1280,52.322559999999996,4.972067,159500,64,185,1,2001,0,appartement,18,2
1013 AW Amsterdam,Silodam 307 P,52.3922,4.890535,39000,0,0,1,0,0,parkeergelegenheid,2,1
1106 DH Amsterdam,Veldhuizenstraat 16,52.30042,4.985378,199000,0,0,1,0,0,,1,1
1034 ST Amsterdam,Voordek 26,52.411429999999996,4.916175,0,92,232,1,1980,0,appartement,9,4
1017 JZ Amsterdam,Prinsengracht 765,52.363459999999996,4.887354,2600000,173,519,1,1960,0,appartement,13,3
1075 TB Amsterdam,Sluisstraat 29 III,52.352109999999996,4.854529,400000,77,241,4,1910,0,appartement,43,3
1013 Amsterdam,Narva Eiland West (Bouwnr. 73),52.38232,4.894955,679718,168,420,2,2017,0,woonhuis,10,5
1016 DV Amsterdam,Keizersgracht 225 A,52.37267,4.885313,899000,96,415,2,1746,0,appartement,34,3
1022 KD Amsterdam,Noorderkwartier (Bouwnr. 21),52.406040000000004,4.931375,452396,160,400,2,2016,1,woonhuis,5,6
1069 NR Amsterdam,Romerostraat 58,52.3535,4.77718,299000,95,318,2,1989,1,woonhuis,27,3
1063 CD Amsterdam,Fritz Conijnstraat 22 II,52.38404,4.836562000000001,175000,58,195,1,1955,0,appartement,31,3
1077 MB Amsterdam,Albrecht Dürerstraat 44 I,52.3478,4.87582,670000,111,376,1,1931,0,appartement,19,5
1013 HZ Amsterdam,Binnen Oranjestraat 23 III+IV,52.381820000000005,4.8866629999999995,500000,85,250,2,1995,0,appartement,14,4
1018 AR Amsterdam,Waaigat 7,52.3698,4.92068,335000,73,225,1,1988,0,appartement,25,3
1067 JS Amsterdam,Lambertus Zijlplein 14,52.378,4.80216,225000,90,270,20,2001,0,appartement,10,3
1035 AV Amsterdam,Torenmolen 4,52.41937,4.888017,10000,0,0,1,0,0,parkeergelegenheid,1,1
1051 TT Amsterdam,Joan Melchior Kemperstraat 54 G,52.38501,4.874251,350000,68,184,1,1905,0,appartement,21,3
1015 ND Amsterdam,Anjeliersstraat 29 B (*),52.37806,4.885044000000001,550000,85,253,1,1994,1,appartement,20,3
1034 XE Amsterdam,Buiksloterbreek 109,52.40305,4.904829,425000,117,385,3,1993,1,woonhuis,36,6
1069 EC Amsterdam,Langswater 371,52.35546,4.789934,150000,72,230,1,1965,0,appartement,19,4
1087 BV Amsterdam,Oeverzeggestraat 20,52.357009999999995,4.988069,549000,132,480,2,2005,1,woonhuis,33,5
1086 ZM Amsterdam,James Bradleystraat 10,52.36081,4.978915,599000,179,708,3,2009,1,woonhuis,43,4
1056 PV Amsterdam,Orteliusstraat 362 I,52.37474,4.846932,300000,54,175,1,1931,0,appartement,26,3
1011 AN Amsterdam,Prins Hendrikkade 126 hs,52.37402,4.905087,650000,112,478,1,1906,1,appartement,25,3
1094 GR Amsterdam,Madurastraat 70 1,52.36422,4.934501,235000,50,182,4,1906,0,appartement,15,2
1012 AE Amsterdam,Prins Hendrikkade 78 H,52.376670000000004,4.901231,300000,52,165,2,1979,0,appartement,24,2
1078 NT Amsterdam,Rooseveltlaan 168 III,52.34362,4.897378,850000,163,560,3,1930,0,appartement,31,6
1017 WJ Amsterdam,Utrechtsedwarsstraat 120 -B,52.36177,4.900976,575000,85,229,1,1923,0,appartement,12,3
1055 RZ Amsterdam,Nieuwpoortstraat 86 A7,52.38428,4.858282,425000,89,314,1,2017,0,appartement,19,2
1069 RL Amsterdam,Evertsweertplantsoen 70,52.355259999999994,4.792532,235000,72,180,8,2008,0,appartement,11,3
1060 PJ Amsterdam,Ladogameerhof 95 3,52.35085,4.781099,210000,78,218,1,1998,0,appartement,11,3
1024 LW Amsterdam,Waterlandplein 20 F,52.39267,4.954396,450000,112,366,2,2011,1,appartement,21,3
1082 ME Amsterdam,Gustav Mahlerlaan 286,52.337070000000004,4.870982,2925000,341,1646,2,2008,1,appartement,53,7
1095 MS Amsterdam,Zeeburger Zilt 2 (Bouwnr. 122),52.37195,4.965528,257897,72,180,1,2011,0,appartement,3,2
1052 KC Amsterdam,Van Oldenbarneveldtstraat 52 D,52.3756,4.87455,450000,79,225,1,2006,0,appartement,17,3
1072 CB Amsterdam,Saenredamstraat 29 E,52.3559,4.88821,499000,82,264,2,1906,0,appartement,26,3
1082 HX Amsterdam,Van Nijenrodeweg 621,52.3275,4.87364,159000,33,88,1,1965,0,appartement,18,2
1066 PW Amsterdam,Kempenlaan,52.345290000000006,4.806915,22500,0,0,1,0,0,parkeergelegenheid,4,1
1077 TK Amsterdam,Minervaplein 31 I,52.34637,4.873984,690000,112,319,1,1957,0,appartement,23,4
1075 CM Amsterdam,Koninginneweg 151 C,52.35301,4.862694,1150000,185,654,2,1906,0,appartement,33,5
1011 PG Amsterdam,Waterlooplein 201 -203,52.36834,4.902876,800000,135,400,3,1906,0,appartement,21,6
1087 KA Amsterdam,Lisdoddelaan 106,52.35183,4.994879,1285000,254,886,3,2011,1,woonhuis,20,7
1053 CM Amsterdam,Hasebroekstraat 33 huis,52.36600000000001,4.86586,379000,76,218,1,1910,1,appartement,22,4
1069 TS Amsterdam,Langswater 141,52.35451,4.790091,139000,62,200,1,1960,0,appartement,27,3
1035 XS Amsterdam,Adriaan Loosjesstraat 6,52.41904,4.895194999999999,275000,108,370,3,1958,1,woonhuis,32,5
1082 MS Amsterdam,Gustav Mahlerplein 283,52.33625,4.873197,3800000,381,1088,1,2010,0,appartement,33,5
1091 CE Amsterdam,Ruyschstraat 70 bvn,52.35767,4.911377,575000,123,388,2,1906,0,appartement,22,4
1018 XJ Amsterdam,Nieuwe Prinsengracht 26,52.363170000000004,4.906045,435000,0,0,1,0,0,,1,1
1102 JA Amsterdam,Huntum 10 B,52.30832,4.961288,23000,0,0,1,0,0,parkeergelegenheid,1,1
1035 CL Amsterdam,Spinnekop 41,52.4178,4.89091,200000,94,299,1,1961,0,appartement,32,4
1056 PV Amsterdam,Orteliusstraat 362 II-III,52.37474,4.846932,550000,102,331,2,1931,0,appartement,35,3
1013 HE Amsterdam,Brouwersgracht 232 G,52.3821,4.886217,425000,67,199,1,1991,0,appartement,21,2
1093 CX Amsterdam,Wagenaarstraat 322,52.3633,4.92762,265000,58,148,1,1981,0,appartement,19,2
1087 BS Amsterdam,IJburglaan 589,52.35869,4.989401,495000,173,540,5,2005,0,appartement,32,4
1094 EC Amsterdam,Bankastraat 49 II,52.36492,4.934061,269000,50,163,1,1906,0,appartement,30,2
1104 DK Amsterdam,Kokospalmhof 12,52.31981,4.9812129999999994,233000,0,0,1,0,0,,1,1
1060 RG Amsterdam,Ladogameerhof 278,52.349540000000005,4.78375,249000,94,270,2,1998,0,appartement,24,3
1011 TJ Amsterdam,Peperstraat 7 I/II,52.371970000000005,4.908358,600000,95,336,2,1930,0,appartement,36,4
1056 XG Amsterdam,Jan Haringstraat 17 A-1,52.37669,4.8607569999999996,289000,52,182,1,1939,0,appartement,21,4
1053 KV Amsterdam,Bilderdijkstraat 70 3,52.37016,4.8701360000000005,639000,106,318,2,1906,1,appartement,43,4
1091 MR Amsterdam,Ruyschstraat 313 B,52.3585,4.9136169999999995,290000,60,173,1,1906,0,appartement,34,3
1032 AZ Amsterdam,Aurikelstraat 152,52.39772,4.9167629999999996,275000,92,290,2,1930,0,appartement,29,5
1034 KV Amsterdam,Voordewind 50,52.40846,4.924497,375000,106,406,2,1977,1,woonhuis,27,5
1094 HN Amsterdam,Javastraat 106,52.363620000000004,4.936756,215000,0,0,1,0,0,,1,1
1106 AS Amsterdam,Reigersbos 50,52.29653,4.9755199999999995,120000,60,180,4,1984,0,appartement,21,2
1017 LJ Amsterdam,Reguliersgracht 1,52.36453,4.896179,865000,143,430,4,1906,0,appartement,59,7
1078 AZ Amsterdam,Amstelkade 169 A-1,52.34803,4.888612,425000,81,273,1,1936,0,appartement,17,4
1055 ES Amsterdam,Baetostraat 20 hs,52.379670000000004,4.848088,350000,74,243,2,1939,1,appartement,30,4
1033 CD Amsterdam,Poolsterstraat 11,52.41457,4.891953,232500,70,255,2,1925,1,woonhuis,26,2
1019 BZ Amsterdam,Veemkade 1134,52.37477,4.93385,495000,108,334,2,1995,0,appartement,20,3
1067 TC Amsterdam,Osdorperweg 820,52.3762,4.76845,589000,157,450,2,1998,1,woonhuis,32,5
1087 GZ Amsterdam,Maria Austriastraat 833,52.356,4.99684,275000,84,210,1,2003,0,appartement,14,3
1068 ZZ Amsterdam,Meer en Vaart 118 A,52.36439,4.804442,345000,116,370,1,2008,0,appartement,31,4
1107 AW Amsterdam,Wethouder In 't Veldstraat 29,52.29391,4.990641,225000,100,290,3,1984,1,woonhuis,25,5
1012 NB Amsterdam,Nieuwezijds Armsteeg 19,52.37705,4.896101,300000,70,195,4,1981,0,appartement,19,3
1072 CC Amsterdam,Saenredamstraat 51,52.3558,4.889335,699000,112,170,1,1880,0,appartement,1,2
1036 KJ Amsterdam,Boomgaardlaan 63,52.40825,4.902381,339000,105,348,3,2007,1,woonhuis,19,5
1034 SP Amsterdam,Voorsteven 92,52.41064,4.915847,175000,85,270,1,1977,0,appartement,26,5
1012 RN Amsterdam,Wijdesteeg 3 F,52.37154,4.88975,604840,79,315,4,1906,0,appartement,25,2
1013 BD Amsterdam,Haparandaweg 726,52.394729999999996,4.877206,165000,28,90,1,2015,0,appartement,18,1
1025 KV Amsterdam,Florence Nightingalestraat 16,52.393679999999996,4.932469,400000,110,296,1,1970,0,woonhuis,1,5
1075 NB Amsterdam,Cornelis Krusemanstraat 9 -II,52.351279999999996,4.863543,899000,180,626,2,1925,0,appartement,21,4
1106 HV Amsterdam,Mijehof 262,52.30103,4.969161,224900,114,421,3,1981,1,woonhuis,18,6
1013 ES Amsterdam,Haarlemmerstraat 38 B,52.379979999999996,4.893061,775000,126,365,3,1906,1,appartement,48,4
1055 DX Amsterdam,Bos en Lommerweg 301 II,52.378370000000004,4.849296,335000,75,270,1,1931,0,appartement,28,3
1067 NH Amsterdam,Nicolaas Ruychaverstraat 3,52.37624,4.807289,360000,109,377,3,1987,1,woonhuis,22,4
1061 SE Amsterdam,Andries Copierstraat 100,52.36703,4.837039,315000,90,289,1,2009,0,appartement,16,3
1055 BM Amsterdam,Sanderijnstraat 9 2,52.37672,4.8508,225000,57,188,1,1940,0,appartement,31,3
1106 CS Amsterdam,Veenendaalplein 148,52.3007,4.98482,135000,50,150,1,1984,0,appartement,1,2
1054 EN Amsterdam,Eerste Helmersstraat 212 II,52.36027,4.861947,350000,65,172,1,1910,0,appartement,17,4
1011 HC Amsterdam,Nieuwe Hoogstraat 15 B,52.37081,4.899722,435000,80,258,1,1906,1,appartement,30,3
1091 BE Amsterdam,Tilanusstraat 55 3,52.35881,4.912551000000001,300000,56,192,1,1906,0,appartement,18,2
1083 VK Amsterdam,Sterkenburg 12,52.33169,4.886786,41000,0,0,1,0,0,,1,1
1106 XW Amsterdam,Opijnenhof 112,52.29547,4.968230999999999,155000,87,243,1,1976,0,appartement,20,4
1068 JC Amsterdam,Eastonstraat 85,52.35693,4.815189,24800,0,0,1,0,0,parkeergelegenheid,5,1
1102 SH Amsterdam,Pikoletstraat 20,52.31658,4.959904,250000,123,428,3,1997,1,woonhuis,25,5
1025 AG Amsterdam,Elpermeer 265,52.40237,4.946514,190000,78,200,1,1970,0,appartement,28,3
1018 GP Amsterdam,Sarphatistraat 58 hs,52.36115,4.908812,1290000,246,981,3,1906,1,appartement,35,6
1087 GM Amsterdam,Diemerparklaan 66,52.355579999999996,4.996137,500000,130,410,3,2006,1,woonhuis,24,5
1066 LK Amsterdam,Eisdenstraat 34,52.35027,4.816892,535000,145,485,2,1993,1,woonhuis,31,3
1077 NZ Amsterdam,Minervalaan 24 I,52.349109999999996,4.871883,785000,138,492,1,1928,0,appartement,20,6
1055 PR Amsterdam,Haarlemmerweg 587 I,52.38475,4.850068,275000,69,210,1,1936,0,appartement,25,3
1035 GE Amsterdam,Stellingweg 202,52.4166,4.89548,625000,152,548,3,1987,1,woonhuis,47,6
1053 WH Amsterdam,Da Costakade 333,52.37064,4.872259,425000,0,0,1,0,0,,1,1
1053 DC Amsterdam,Kinkerstraat 23 -V,52.36797,4.875235,299000,45,136,1,1906,0,appartement,17,2
1015 HP Amsterdam,Palmstraat 83 A,52.38145,4.882964,219000,32,75,1,1906,0,appartement,13,2
1058 SW Amsterdam,Vogelenzangstraat 62 hs,52.3544,4.84621,299000,55,150,5,1931,1,appartement,17,2
1077 SZ Amsterdam,Stadionweg 148 IV,52.347,4.87511,600000,122,401,1,1939,0,appartement,24,5
1025 ZV Amsterdam,Amerbos 312,52.40439,4.942291,99000,35,100,8,1968,0,appartement,32,1
1086 VB Amsterdam,Brigantijnkade 72,52.363620000000004,4.985572,595000,151,499,3,2009,1,woonhuis,31,5
1098 WP Amsterdam,Esplanade de Meer 152,52.3448,4.95075,350000,94,276,1,2001,0,appartement,19,3
1087 EH Amsterdam,Erich Salomonstraat 152,52.35695,4.9965269999999995,250000,80,274,1,2010,0,appartement,34,3
1054 JG Amsterdam,Overtoom 350 IV,52.36055,4.865952,225000,36,107,1,1903,0,appartement,27,2
1096 GG Amsterdam,Amstelvlietstraat,52.3388,4.918327,36950,0,0,1,0,0,parkeergelegenheid,1,1
1024 BC Amsterdam,Jisperveldstraat 573,52.40047,4.951896,119000,35,95,1,1968,0,appartement,1,1
1013 AK Amsterdam,Bouwnummer 68 (Bouwnr. 068),52.39695,4.881737,759750,167,718,3,2019,1,woonhuis,6,3
1086 VA Amsterdam,Haringbuisdijk 14,52.363490000000006,4.982076,560000,128,454,3,2010,1,woonhuis,24,4
1055 NG Amsterdam,Admiraal De Ruijterweg 444 I,52.38393,4.848553,299000,66,173,1,1906,0,appartement,20,3
1059 AE Amsterdam,Aalsmeerweg 99 I,52.34793,4.847828,280000,58,149,4,1930,0,appartement,14,2
1071 XJ Amsterdam,Ruysdaelstraat 118 hs,52.3534,4.879628,1100000,138,495,2,1907,1,appartement,35,6
1102 JW Amsterdam,Sean MacBridestraat 54,52.32039,4.959445,349000,136,340,2,2009,0,appartement,13,5
1053 KB Amsterdam,Jacob van Lennepstraat 262 D,52.363929999999996,4.863653,295000,50,150,1,1906,0,appartement,20,2
1107 JL Amsterdam,Schalkwijkpad 33,52.294140000000006,4.980656,125000,58,169,1,1982,0,appartement,21,2
1019 DT Amsterdam,Rietlandpark,52.37343,4.935274,40000,0,0,1,0,0,parkeergelegenheid,1,1
1015 GJ Amsterdam,Brouwersgracht 635 III-IV,52.38261,4.884143,599000,96,302,2,1906,0,appartement,24,4
1102 VB Amsterdam,Barbusselaan 372,52.3187,4.94559,145000,42,100,4,1986,0,appartement,9,2
1033 WH Amsterdam,Marskramerstraat 25,52.42002,4.88341,189000,54,170,5,1990,1,appartement,23,2
1069 EH Amsterdam,Langswater 909,52.35906,4.788092,142500,61,165,1,1963,0,appartement,16,3
1025 DZ Amsterdam,H. Cleyndertweg 603,52.40355,4.937714,219000,88,265,1,1974,0,appartement,21,3
1094 GM Amsterdam,Madurastraat 22 b,52.3641,4.932508,175000,26,85,5,1902,0,appartement,11,1
1074 XG Amsterdam,Sint Willibrordusdwarsstraat 4 1,52.35475,4.90411,250000,40,125,1,1910,0,appartement,27,2
1072 AW Amsterdam,Ruysdaelkade 211 huis,52.351259999999996,4.8869169999999995,295000,48,150,1,1902,1,appartement,14,2
1051 KH Amsterdam,Visseringstraat 21 E,52.37745,4.869909,650000,109,354,1,2009,0,appartement,48,3
1051 LW Amsterdam,Marcantilaan 132,52.37464,4.867669,328000,73,229,1,1985,0,appartement,19,3
1087 CL Amsterdam,IJburglaan 785,52.357040000000005,4.992483999999999,280000,0,0,1,0,0,,1,1
1106 DH Amsterdam,Veldhuizenstraat 42,52.300290000000004,4.985459,145000,62,174,1,1982,1,appartement,29,2
1031 Amsterdam,Spadinalaan,52.391009999999994,4.910723,35000,0,0,1,0,0,parkeergelegenheid,1,1
1054 DV Amsterdam,Eerste Helmersstraat 197 hs,52.36153,4.86801,1000000,189,540,5,1910,0,appartement,28,5
1095 AN Amsterdam,Zeeburgerdijk 630,52.36602,4.944408,365000,82,240,1,2000,0,appartement,20,3
1104 HW Amsterdam,Klaroenstraat 28,52.31518,4.982443,175000,78,244,1,2010,0,appartement,29,3
1067 NT Amsterdam,Bartholt Enthesstraat 41,52.37595,4.802480999999999,275000,100,285,3,1981,1,woonhuis,25,5
1015 DT Amsterdam,Prinsengracht 197 -F,52.37747,4.8860779999999995,975000,161,282,2,1906,0,appartement,26,4
1012 DC Amsterdam,Oudezijds Achterburgwal 79 F,52.372840000000004,4.898554,585000,96,330,2,1800,0,appartement,29,3
1104 GA Amsterdam,Kantershof 20,52.320209999999996,4.984468,157750,55,125,1,1974,1,woonhuis,15,2
1095 AW Amsterdam,Molukkenstraat 63 lll,52.36411,4.939758,485000,102,343,4,1916,0,appartement,21,4
1083 GR Amsterdam,Arent Janszoon Ernststraat 61,52.33178,4.888917,430000,109,346,12,1960,0,appartement,17,3
1072 GT Amsterdam,Rustenburgerstraat 371 2-Voor,52.351459999999996,4.892419,195000,30,85,1,1905,0,appartement,12,2
1077 GD Amsterdam,Bachstraat 11,52.3493,4.87997,4000000,400,1150,4,1906,1,woonhuis,32,9
1022 AD Amsterdam,Zamenhofstraat 60,52.3881,4.927662000000001,225000,50,190,2,1918,1,appartement,30,2
1068 WX Amsterdam,Nicolaas Anslijnstraat 144,52.3575,4.80813,195000,81,200,2,1963,0,appartement,19,3
1061 MJ Amsterdam,Willem Augustinstraat 151,52.37319,4.840655,325000,98,310,1,2013,0,appartement,35,3
1057 CW Amsterdam,Hoofdweg 239 3,52.36698,4.85228,399000,82,213,2,1924,0,appartement,25,3
1052 ND Amsterdam,De Clercqstraat 14 I,52.37177,4.873296,325000,67,238,1,1906,0,appartement,32,3
1091 JR Amsterdam,Iepenplein 62,52.35608,4.914371,250000,52,140,1,1979,0,appartement,19,2
1060 SH Amsterdam,Dinarpromenade 13,52.34677,4.783607,225000,73,198,3,1998,0,appartement,23,2
1106 XR Amsterdam,Opijnenhof 49,52.2956,4.96715,149500,70,190,3,1976,0,appartement,12,3
1019 DV Amsterdam,Rietlandpark,52.373709999999996,4.9348540000000005,30000,0,0,1,0,0,parkeergelegenheid,2,1
1060 PG Amsterdam,Marmolada 40,52.35006,4.775958,300000,117,362,3,1998,1,woonhuis,29,5
1017 XL Amsterdam,Frederiksplein 47 -III,52.36045,4.901187999999999,675000,94,474,2,1906,0,appartement,22,4
1055 RD Amsterdam,Willem de Zwijgerlaan 334 C6,52.38093,4.860915,140000,32,145,1,1959,0,appartement,13,1
1053 TA Amsterdam,Schimmelstraat 3 A*,52.36878,4.866604,950000,161,536,2,1900,1,appartement,25,6
1087 DA Amsterdam,Henri Berssenbruggehof 6 *,52.358270000000005,4.993192,500000,121,408,2,2001,1,woonhuis,42,5
1012 NG Amsterdam,Nieuwe Nieuwstraat 25 II,52.37526,4.892926,275000,50,166,1,1905,0,appartement,26,2
1063 BM Amsterdam,Burgemeester De Vlugtlaan 251,52.38171,4.818204,185000,60,200,1,1958,0,appartement,21,2
1052 BH Amsterdam,Eerste Nassaustraat 34 -2V,52.38366,4.87884,250000,39,133,1,1886,0,appartement,20,2
1069 ED Amsterdam,Langswater 438,52.35651,4.789154,149000,60,180,13,1960,0,appartement,10,3
1051 PB Amsterdam,Waterspiegelplein 52,52.38459,4.869464,0,77,230,1,1997,0,appartement,4,3
1091 DG Amsterdam,'s-Gravesandestraat 108,52.3606,4.91552,285000,57,154,1,1988,0,appartement,20,2
1054 JP Amsterdam,Overtoom 407 D,52.35915,4.861651999999999,325000,57,178,1,1906,0,appartement,24,2
1035 PW Amsterdam,Landsmeerderdijk 20 C,52.41532,4.898629,485000,108,302,2,2011,0,appartement,32,3
1054 BD Amsterdam,Derde Helmersstraat 51 -hs/I,52.36466,4.875491,670000,109,325,2,1905,1,appartement,34,3
1016 BE Amsterdam,Herengracht 179 -C,52.37443,4.888095,750000,94,313,2,1906,0,appartement,16,3
1081 HL Amsterdam,Arent Janszoon Ernststraat 1199,52.33189,4.862711,849000,211,659,2,1971,1,woonhuis,44,5
1061 BV Amsterdam,Blauwvoetstraat 16 II,52.37669,4.839492,195000,51,140,1,1960,0,appartement,17,3
1093 CN Amsterdam,Wagenaarstraat 175,52.363209999999995,4.92626,630000,115,299,2,2006,1,appartement,29,4
1066 TK Amsterdam,Blankenbergestraat 45,52.347,4.8019300000000005,219000,64,190,1,1995,0,appartement,19,3
1066 LC Amsterdam,Kinrooistraat 37,52.3481,4.812969,335000,120,480,3,1990,0,woonhuis,37,5
1060 RZ Amsterdam,Eurokade 30,52.3481,4.78643,375000,142,450,4,1999,1,woonhuis,39,6
1015 JK Amsterdam,Goudsbloemstraat 67,52.38071,4.884837999999999,575000,86,252,1,1991,0,appartement,20,3
1056 KZ Amsterdam,Korte Geuzenstraat 700 nr. 10,52.370940000000004,4.8649949999999995,68000,0,27,1,1942,0,appartement,16,1
1071 RD Amsterdam,Nicolaas Maesstraat 80 III,52.35452,4.879382,975000,130,390,2,1903,0,appartement,30,3
1075 RE Amsterdam,Lomanstraat 68 III/IV,52.35122,4.859163,850000,125,440,2,1906,0,appartement,32,4
1094 JZ Amsterdam,Eerste Atjehstraat 21 I,52.36254,4.932762,250000,55,148,4,1985,0,appartement,19,3
1066 JN Amsterdam,Laan van Vlaanderen 267,52.3448,4.810257,359500,113,385,3,1993,1,woonhuis,24,4
1012 ES Amsterdam,Oudezijds Voorburgwal 145 A,52.3725,4.897,895000,165,500,1,1896,0,appartement,35,3
1073 SB Amsterdam,Tolstraat 40,52.35156,4.899451,499000,85,277,5,2005,1,appartement,33,3
1068 PM Amsterdam,Oeverpad,52.36375,4.808273000000001,14950,0,0,1,0,0,parkeergelegenheid,7,1
1073 GV Amsterdam,Lutmastraat 145 -C,52.351440000000004,4.900521,285000,55,150,1,1989,0,appartement,27,2
1071 PJ Amsterdam,De Lairessestraat 90 -III-M,52.35399,4.872607,1250000,140,509,1,1906,0,appartement,25,3
1059 TK Amsterdam,Westlandgracht 185 1,52.35005,4.84619,295000,57,197,1,1935,0,appartement,24,3
1093 NG Amsterdam,Oranje-Vrijstaatplein 18,52.35666,4.929833,430000,91,273,4,2013,0,appartement,20,3
1086 VB Amsterdam,Brigantijnkade 48,52.36374,4.985453,619000,142,500,2,2011,0,woonhuis,32,4
1016 NA Amsterdam,Rozengracht 221 A,52.37233,4.877061,600000,121,377,2,1991,0,appartement,21,3
1065 TP Amsterdam,Ariana Nozemanstraat 13 -I,52.35537,4.831694000000001,185000,55,190,1,1955,0,appartement,30,3
1091 TR Amsterdam,Jan Bernardusstraat 15 B,52.34993,4.913439,325000,56,180,1,2006,0,appartement,25,2
1016 LS Amsterdam,Rozengracht 51 C,52.3733,4.88115,299000,57,152,1,1992,0,appartement,25,2
1082 CT Amsterdam,Boeckenburg 33,52.326159999999994,4.874775,249000,67,200,1,1963,0,appartement,12,3
